File,Stato,Totale feature,Feature invalide
Molise\A050_ACQUAVIVA COLLECROCE_ple.gml,Valido,6975,0
Molise\A051_ACQUAVIVA D`ISERNIA_ple.gml,Valido,8255,0
Molise\A080_AGNONE_ple.gml,Contiene geometrie invalide,52656,1
Molise\A567_BAGNOLI DEL TRIGNO_ple.gml,Valido,25620,0
Molise\A616_BARANELLO_ple.gml,Valido,14035,0
Molise\A761_BELMONTE DEL SANNIO_ple.gml,Valido,12386,0
Molise\A930_BOIANO_ple.gml,Valido,32190,0
Molise\A971_BONEFRO_ple.gml,Valido,10408,0
Molise\B295_BUSSO_ple.gml,Valido,10892,0
Molise\B317_POGGIO SANNITA_ple.gml,Valido,16443,0
Molise\B466_SANT`ELENA SANNITA_ple.gml,Valido,9285,0
Molise\B519_CAMPOBASSO_ple.gml,Valido,35127,0
Molise\B522_CAMPOCHIARO_ple.gml,Valido,9914,0
Molise\B528_CAMPODIPIETRA_ple.gml,Valido,10753,0
Molise\B544_CAMPOLIETO_ple.gml,Valido,7106,0
Molise\B550_CAMPOMARINO_ple.gml,Valido,13695,0
Molise\B630_CANTALUPO NEL SANNIO_ple.gml,Valido,12362,0
Molise\B682_CAPRACOTTA_ple.gml,Valido,8853,0
Molise\B810_CAROVILLI_ple.gml,Valido,12712,0
Molise\B830_CARPINONE_ple.gml,Valido,24135,0
Molise\B858_CASACALENDA_ple.gml,Valido,14077,0
Molise\B871_CASALCIPRANO_ple.gml,Valido,11139,0
Molise\C066_CASTELBOTTACCIO_ple.gml,Valido,6823,0
Molise\C082_CASTEL DEL GIUDICE_ple.gml,Valido,5484,0
Molise\C175_CASTELLINO DEL BIFERNO_ple.gml,Valido,10236,0
Molise\C197_CASTELMAURO_ple.gml,Valido,15489,0
Molise\C200_CASTELVERRINO_ple.gml,Valido,5026,0
Molise\C246_CASTELPETROSO_ple.gml,Contiene geometrie invalide,24899,1
Molise\C247_CASTELPIZZUTO_ple.gml,Valido,2763,0
Molise\C270_CASTEL SAN VINCENZO_ple.gml,Valido,10222,0
Molise\C346_CASTROPIGNANO_ple.gml,Valido,15421,0
Molise\C486_CERCEMAGGIORE_ple.gml,Valido,33084,0
Molise\C488_CERCEPICCOLA_ple.gml,Valido,7174,0
Molise\C534_CERRO AL VOLTURNO_ple.gml,Valido,20288,0
Molise\C620_CHIAUCI_ple.gml,Valido,14139,0
Molise\C764_CIVITA CAMPOMARANO_ple.gml,Valido,14302,0
Molise\C769_CIVITANOVA DEL SANNIO_ple.gml,Valido,19383,0
Molise\C772_DURONIA_ple.gml,Valido,24101,0
Molise\C854_COLLE D`ANCHISE_ple.gml,Valido,10309,0
Molise\C875_COLLETORTO_ple.gml,Valido,10707,0
Molise\C878_COLLI A VOLTURNO_ple.gml,Valido,9828,0
Molise\C941_CONCA CASALE_ple.gml,Valido,3552,0
Molise\D550_FERRAZZANO_ple.gml,Valido,8754,0
Molise\D595_FILIGNANO_ple.gml,Valido,22276,0
Molise\D703_FORLI DEL SANNIO_ple.gml,Valido,9250,0
Molise\D715_FORNELLI_ple.gml,Valido,9353,0
Molise\D737_FOSSALTO_ple.gml,Valido,13740,0
Molise\D811_FROSOLONE_ple.gml,Valido,25543,0
Molise\D896_GAMBATESA_ple.gml,Valido,15088,0
Molise\E030_GILDONE_ple.gml,Valido,15593,0
Molise\E244_GUARDIALFIERA_ple.gml,Valido,6547,0
Molise\E248_GUARDIAREGIA_ple.gml,Valido,11955,0
Molise\E259_GUGLIONESI_ple.gml,Valido,14229,0
Molise\E335_ISERNIA_ple.gml,Valido,45855,0
Molise\E381_JELSI_ple.gml,Valido,14125,0
Molise\E456_LARINO_ple.gml,Valido,13151,0
Molise\E599_LIMOSANO_ple.gml,Valido,10110,0
Molise\E669_LONGANO_ple.gml,Valido,10373,0
Molise\E722_LUCITO_ple.gml,Valido,17397,0
Molise\E748_LUPARA_ple.gml,Valido,8209,0
Molise\E778_MACCHIA D`ISERNIA_ple.gml,Valido,7135,0
Molise\E779_MACCHIAGODENA_ple.gml,Valido,22094,0
Molise\E780_MACCHIA VALFORTORE_ple.gml,Valido,6511,0
Molise\E799_MAFALDA_ple.gml,Valido,7865,0
Molise\F055_MATRICE_ple.gml,Valido,7652,0
Molise\F233_MIRABELLO SANNITICO_ple.gml,Valido,9186,0
Molise\F239_MIRANDA_ple.gml,Valido,12835,0
Molise\F294_MOLISE_ple.gml,Valido,4652,0
Molise\F322_MONACILIONI_ple.gml,Valido,6877,0
Molise\F391_MONTAGANO_ple.gml,Valido,9166,0
Molise\F429_MONTAQUILA_ple.gml,Valido,14302,0
Molise\F475_MONTECILFONE_ple.gml,Valido,4630,0
Molise\F495_MONTEFALCONE NEL SANNIO_ple.gml,Contiene geometrie invalide,15725,1
Molise\F548_MONTELONGO_ple.gml,Valido,4729,0
Molise\F569_MONTEMITRO_ple.gml,Valido,5795,0
Molise\F576_MONTENERO DI BISACCIA_ple.gml,Valido,21621,0
Molise\F580_MONTENERO VALCOCCHIARA_ple.gml,Valido,14726,0
Molise\F601_MONTERODUNI_ple.gml,Valido,11784,0
Molise\F689_MONTORIO NEI FRENTANI_ple.gml,Valido,5087,0
Molise\F748_MORRONE DEL SANNIO_ple.gml,Valido,18677,0
Molise\G086_ORATINO_ple.gml,Valido,10651,0
Molise\G257_PALATA_ple.gml,Valido,10064,0
Molise\G486_PESCHE_ple.gml,Valido,10474,0
Molise\G495_PESCOLANCIANO_ple.gml,Valido,11396,0
Molise\G497_PESCOPENNATARO_ple.gml,Valido,3380,0
Molise\G506_PETACCIATO_ple.gml,Valido,7872,0
Molise\G512_PETRELLA TIFERNINA_ple.gml,Valido,12409,0
Molise\G523_PETTORANELLO DEL MOLISE_ple.gml,Valido,8255,0
Molise\G606_PIETRABBONDANTE_ple.gml,Valido,12736,0
Molise\G609_PIETRACATELLA_ple.gml,Valido,11009,0
Molise\G610_PIETRACUPA_ple.gml,Valido,6534,0
Molise\G727_PIZZONE_ple.gml,Valido,11484,0
Molise\G910_PORTOCANNONE_ple.gml,Valido,3571,0
Molise\G954_POZZILLI_ple.gml,Valido,12572,0
Molise\H083_PROVVIDENTI_ple.gml,Valido,3670,0
Molise\H273_RICCIA_ple.gml,Valido,34673,0
Molise\H308_RIONERO SANNITICO_ple.gml,Valido,25741,0
Molise\H311_RIPABOTTONI_ple.gml,Valido,11010,0
Molise\H313_RIPALIMOSANI_ple.gml,Valido,15708,0
Molise\H420_ROCCAMANDOLFI_ple.gml,Contiene geometrie invalide,7708,1
Molise\H445_ROCCASICURA_ple.gml,Valido,12345,0
Molise\H454_ROCCAVIVARA_ple.gml,Valido,8381,0
Molise\H458_ROCCHETTA A VOLTURNO_ple.gml,Valido,14341,0
Molise\H589_ROTELLO_ple.gml,Contiene geometrie invalide,7340,1
Molise\H693_SALCITO_ple.gml,Valido,10940,0
Molise\H782_SAN BIASE_ple.gml,Valido,4996,0
Molise\H833_SAN FELICE DEL MOLISE_ple.gml,Valido,8315,0
Molise\H867_SAN GIACOMO SCHIAVONI_ple.gml,Valido,3874,0
Molise\H920_SAN GIOVANNI IN GALDO_ple.gml,Valido,9338,0
Molise\H928_SAN GIULIANO DEL SANNIO_ple.gml,Valido,8551,0
Molise\H929_SAN GIULIANO DI PUGLIA_ple.gml,Valido,9220,0
Molise\H990_SAN MARTINO IN PENSILIS_ple.gml,Valido,11786,0
Molise\I023_SAN MASSIMO_ple.gml,Valido,6756,0
Molise\I096_SAN PIETRO AVELLANA_ple.gml,Contiene geometrie invalide,12733,2
Molise\I122_SAN POLO MATESE_ple.gml,Valido,6184,0
Molise\I181_SANTA CROCE DI MAGLIANO_ple.gml,Valido,9525,0
Molise\I189_SANT`AGAPITO_ple.gml,Valido,12898,0
Molise\I238_SANTA MARIA DEL MOLISE_ple.gml,Valido,13717,0
Molise\I282_SANT`ANGELO DEL PESCO_ple.gml,Contiene geometrie invalide,5767,1
Molise\I289_SANT`ANGELO LIMOSANO_ple.gml,Valido,7420,0
Molise\I320_SANT`ELIA A PIANISI_ple.gml,Valido,16742,0
Molise\I507_SCAPOLI_ple.gml,Valido,11660,0
Molise\I618_SEPINO_ple.gml,Valido,21770,0
Molise\I679_SESSANO DEL MOLISE_ple.gml,Valido,21685,0
Molise\I682_SESTO CAMPANO_ple.gml,Valido,10691,0
Molise\I910_SPINETE_ple.gml,Valido,14788,0
Molise\L069_TAVENNA_ple.gml,Valido,7496,0
Molise\L113_TERMOLI_ple.gml,Valido,19298,0
Molise\L215_TORELLA DEL SANNIO_ple.gml,Valido,11656,0
Molise\L230_TORO_ple.gml,Valido,10142,0
Molise\L435_TRIVENTO_ple.gml,Valido,27298,0
Molise\L458_TUFARA_ple.gml,Valido,10424,0
Molise\L505_URURI_ple.gml,Valido,4961,0
Molise\L696_VASTOGIRARDI_ple.gml,Valido,10150,0
Molise\L725_VENAFRO_ple.gml,Contiene geometrie invalide,15688,1
Molise\M057_VINCHIATURO_ple.gml,Valido,14949,0
Piemonte\A016_ACCEGLIO_ple.gml,Valido,10988,0
Piemonte\A052_ACQUI TERME_ple.gml,Valido,14248,0
Piemonte\A072_AGLIANO_ple.gml,Valido,6758,0
Piemonte\A074_AGLIE`_ple.gml,Valido,9131,0
Piemonte\A088_AGRATE CONTURBIA_ple.gml,Valido,5731,0
Piemonte\A107_AILOCHE_ple.gml,Valido,4676,0
Piemonte\A109_AIRASCA_ple.gml,Valido,4549,0
Piemonte\A113_AISONE_ple.gml,Valido,7308,0
Piemonte\A117_ALA DI STURA_ple.gml,Valido,8042,0
Piemonte\A119_ALAGNA VALSESIA_ple.gml,Valido,20452,0
Piemonte\A124_ALBA_ple.gml,Valido,23824,0
Piemonte\A130_ALBANO VERCELLESE_ple.gml,Valido,1644,0
Piemonte\A139_ALBARETTO DELLA TORRE_ple.gml,Valido,1685,0
Piemonte\A146_ALBERA LIGURE_ple.gml,Valido,12398,0
Piemonte\A157_ALBIANO D`IVREA_ple.gml,Valido,8147,0
Piemonte\A173_ALBUGNANO_ple.gml,Valido,5006,0
Piemonte\A182_ALESSANDRIA_ple.gml,Valido,59177,0
Piemonte\A189_ALFIANO NATTA_ple.gml,Valido,5433,0
Piemonte\A197_ALICE BEL COLLE_ple.gml,Valido,4460,0
Piemonte\A198_ALICE CASTELLO_ple.gml,Valido,11460,0
Piemonte\A218_ALMESE_ple.gml,Valido,13214,0
Piemonte\A221_ALPETTE_ple.gml,Valido,6476,0
Piemonte\A222_ALPIGNANO_ple.gml,Valido,7584,0
Piemonte\A227_ALTAVILLA MONFERRATO_ple.gml,Valido,3966,0
Piemonte\A238_ALTO_ple.gml,Valido,5226,0
Piemonte\A245_ALZANO SCRIVIA_ple.gml,Valido,720,0
Piemonte\A264_AMENO_ple.gml,Valido,4451,0
Piemonte\A275_ANDEZENO_ple.gml,Valido,3890,0
Piemonte\A280_ANDORNO MICCA_ple.gml,Valido,6402,0
Piemonte\A282_ANDRATE_ple.gml,Valido,3881,0
Piemonte\A295_ANGROGNA_ple.gml,Valido,11475,0
Piemonte\A300_CASTELLO DI ANNONE_ple.gml,Valido,10611,0
Piemonte\A312_ANTIGNANO_ple.gml,Valido,5949,0
Piemonte\A317_ANTRONA SCHIERANCO_ple.gml,Valido,10205,0
Piemonte\A325_ANZOLA D OSSOLA_ple.gml,Valido,3582,0
Piemonte\A352_ARAMENGO_ple.gml,Valido,6828,0
Piemonte\A358_ARBORIO_ple.gml,Valido,5660,0
Piemonte\A394_ARGENTERA_ple.gml,Valido,6105,0
Piemonte\A396_ARGUELLO_ple.gml,Valido,1975,0
Piemonte\A405_ARIGNANO_ple.gml,Contiene geometrie invalide,3719,1
Piemonte\A409_ARIZZANO_ple.gml,Valido,3780,0
Piemonte\A414_ARMENO_ple.gml,Valido,13985,0
Piemonte\A427_AROLA_ple.gml,Valido,3961,0
Piemonte\A429_ARONA_ple.gml,Valido,10701,0
Piemonte\A436_ARQUATA SCRIVIA_ple.gml,Valido,14318,0
Piemonte\A466_ASIGLIANO VERCELLESE_ple.gml,Valido,4985,0
Piemonte\A479_ASTI_ple.gml,Valido,67203,0
Piemonte\A497_AURANO_ple.gml,Valido,14977,0
Piemonte\A518_AVIGLIANA_ple.gml,Valido,16271,0
Piemonte\A523_AVOLASCA_ple.gml,Valido,4939,0
Piemonte\A525_AZEGLIO_ple.gml,Valido,7232,0
Piemonte\A527_AZZANO_ple.gml,Valido,2783,0
Piemonte\A534_BACENO_ple.gml,Valido,15023,0
Piemonte\A555_BAGNASCO_ple.gml,Valido,6878,0
Piemonte\A571_BAGNOLO PIEMONTE_ple.gml,Valido,24461,0
Piemonte\A584_BAIRO_ple.gml,Valido,4901,0
Piemonte\A587_BALANGERO_ple.gml,Valido,10420,0
Piemonte\A588_BALDICHIERI D`ASTI_ple.gml,Valido,3011,0
Piemonte\A589_BALDISSERO D`ALBA_ple.gml,Valido,7119,0
Piemonte\A590_BALDISSERO CANAVESE_ple.gml,Valido,3898,0
Piemonte\A591_BALDISSERO TORINESE_ple.gml,Valido,7973,0
Piemonte\A599_BALME_ple.gml,Valido,6254,0
Piemonte\A600_BALMUCCIA_ple.gml,Valido,3111,0
Piemonte\A601_BALOCCO_ple.gml,Valido,1773,0
Piemonte\A605_BALZOLA_ple.gml,Valido,5261,0
Piemonte\A607_BANCHETTE_ple.gml,Valido,2476,0
Piemonte\A610_BANNIO ANZINO_ple.gml,Valido,13861,0
Piemonte\A625_BARBANIA_ple.gml,Valido,10552,0
Piemonte\A629_BARBARESCO_ple.gml,Valido,3218,0
Piemonte\A651_BARDONECCHIA_ple.gml,Valido,33314,0
Piemonte\A653_BARENGO_ple.gml,Valido,6571,0
Piemonte\A660_BARGE_ple.gml,Valido,29346,0
Piemonte\A671_BAROLO_ple.gml,Valido,2557,0
Piemonte\A673_BARONE CANAVESE_ple.gml,Valido,3483,0
Piemonte\A689_BASALUZZO_ple.gml,Valido,5281,0
Piemonte\A708_BASSIGNANA_ple.gml,Valido,6861,0
Piemonte\A709_BASTIA MONDOVI_ple.gml,Valido,5274,0
Piemonte\A716_BATTIFOLLO_ple.gml,Valido,4032,0
Piemonte\A725_BAVENO_ple.gml,Valido,6277,0
Piemonte\A733_BEE_ple.gml,Valido,4311,0
Piemonte\A734_BEINASCO_ple.gml,Valido,4380,0
Piemonte\A735_BEINETTE_ple.gml,Valido,6079,0
Piemonte\A738_BELFORTE MONFERRATO_ple.gml,Valido,2396,0
Piemonte\A742_BELGIRATE_ple.gml,Valido,1936,0
Piemonte\A750_BELLINO_ple.gml,Valido,7582,0
Piemonte\A752_BELLINZAGO NOVARESE_ple.gml,Valido,20506,0
Piemonte\A770_BELVEGLIO_ple.gml,Valido,2840,0
Piemonte\A774_BELVEDERE LANGHE_ple.gml,Valido,2212,0
Piemonte\A779_BENE VAGIENNA_ple.gml,Valido,16694,0
Piemonte\A782_BENEVELLO_ple.gml,Valido,2764,0
Piemonte\A784_BENNA_ple.gml,Valido,4033,0
Piemonte\A793_BERGAMASCO_ple.gml,Valido,6118,0
Piemonte\A798_BERGOLO_ple.gml,Valido,1152,0
Piemonte\A805_BERNEZZO_ple.gml,Valido,11499,0
Piemonte\A812_BERZANO DI SAN PIETRO_ple.gml,Valido,3975,0
Piemonte\A813_BERZANO DI TORTONA_ple.gml,Valido,1163,0
Piemonte\A834_BEURA CARDEZZA_ple.gml,Valido,8881,0
Piemonte\A844_BIANDRATE_ple.gml,Valido,2915,0
Piemonte\A847_BIANZE_ple.gml,Valido,4816,0
Piemonte\A853_BIBIANA_ple.gml,Valido,8802,0
Piemonte\A859_BIELLA_ple.gml,Valido,24339,0
Piemonte\A876_BIOGLIO_ple.gml,Valido,8967,0
Piemonte\A889_BISTAGNO_ple.gml,Valido,7672,0
Piemonte\A910_BOBBIO PELLICE_ple.gml,Valido,11568,0
Piemonte\A911_BOCA_ple.gml,Valido,7398,0
Piemonte\A914_BOCCIOLETO_ple.gml,Valido,6603,0
Piemonte\A925_BOGNANCO_ple.gml,Valido,24692,0
Piemonte\A929_BOGOGNO_ple.gml,Valido,7458,0
Piemonte\A941_BOLLENGO_ple.gml,Valido,10886,0
Piemonte\A953_BOLZANO NOVARESE_ple.gml,Valido,2282,0
Piemonte\A979_BONVICINO_ple.gml,Valido,2703,0
Piemonte\A990_BORGARO TORINESE_ple.gml,Valido,4726,0
Piemonte\A998_BORGHETTO DI BORBERA_ple.gml,Valido,19503,0
Piemonte\B003_BORGIALLO_ple.gml,Valido,6353,0
Piemonte\B009_BORGO D`ALE_ple.gml,Valido,17735,0
Piemonte\B015_BORGOFRANCO D`IVREA_ple.gml,Valido,12061,0
Piemonte\B016_BORGOLAVEZZARO_ple.gml,Valido,4447,0
Piemonte\B018_BORGOMALE_ple.gml,Valido,2978,0
Piemonte\B019_BORGOMANERO_ple.gml,Valido,28727,0
Piemonte\B021_BORGOMASINO_ple.gml,Valido,7646,0
Piemonte\B024_BORGONE SUSA_ple.gml,Valido,5026,0
Piemonte\B029_BORGORATTO ALESSANDRINO_ple.gml,Valido,2285,0
Piemonte\B033_BORGO SAN DALMAZZO_ple.gml,Valido,15900,0
Piemonte\B037_BORGO SAN MARTINO_ple.gml,Valido,3200,0
Piemonte\B041_BORGOSESIA_ple.gml,Valido,26843,0
Piemonte\B043_BORGO TICINO_ple.gml,Valido,11348,0
Piemonte\B046_BORGO VERCELLI_ple.gml,Valido,4751,0
Piemonte\B058_BORRIANA_ple.gml,Contiene geometrie invalide,2257,1
Piemonte\B071_BOSCO MARENGO_ple.gml,Valido,7829,0
Piemonte\B075_BOSCONERO_ple.gml,Valido,6049,0
Piemonte\B079_BOSIA_ple.gml,Valido,2591,0
Piemonte\B080_BOSIO_ple.gml,Valido,10032,0
Piemonte\B084_BOSSOLASCO_ple.gml,Valido,5468,0
Piemonte\B101_BOVES_ple.gml,Valido,22736,0
Piemonte\B109_BOZZOLE_ple.gml,Valido,1268,0
Piemonte\B111_BRA_ple.gml,Valido,20894,0
Piemonte\B121_BRANDIZZO_ple.gml,Valido,5288,0
Piemonte\B167_BRIAGLIA_ple.gml,Valido,2693,0
Piemonte\B171_BRICHERASIO_ple.gml,Valido,11366,0
Piemonte\B175_BRIGA ALTA_ple.gml,Valido,6002,0
Piemonte\B176_BRIGA NOVARESE_ple.gml,Valido,5110,0
Piemonte\B179_BRIGNANO-FRASCATA_ple.gml,Valido,5944,0
Piemonte\B183_BRIONA_ple.gml,Valido,6196,0
Piemonte\B200_BRONDELLO_ple.gml,Valido,5764,0
Piemonte\B204_BROSSASCO_ple.gml,Valido,11603,0
Piemonte\B205_BROSSO_ple.gml,Valido,4768,0
Piemonte\B207_BROVELLO CARPUGNINO_ple.gml,Valido,6261,0
Piemonte\B209_BROZOLO_ple.gml,Valido,4049,0
Piemonte\B216_BRUINO_ple.gml,Valido,4498,0
Piemonte\B221_BRUNO_ple.gml,Valido,3488,0
Piemonte\B225_BRUSASCO_ple.gml,Valido,5871,0
Piemonte\B229_BRUSNENGO_ple.gml,Valido,7804,0
Piemonte\B232_BRUZOLO_ple.gml,Valido,8258,0
Piemonte\B236_BUBBIO_ple.gml,Valido,5123,0
Piemonte\B278_BURIASCO_ple.gml,Valido,2965,0
Piemonte\B279_BUROLO_ple.gml,Valido,5163,0
Piemonte\B280_BURONZO_ple.gml,Contiene geometrie invalide,2663,1
Piemonte\B284_BUSANO_ple.gml,Valido,4293,0
Piemonte\B285_BUSCA_ple.gml,Contiene geometrie invalide,21826,2
Piemonte\B297_BUSSOLENO_ple.gml,Valido,19967,0
Piemonte\B305_BUTTIGLIERA ALTA_ple.gml,Valido,6581,0
Piemonte\B306_BUTTIGLIERA D`ASTI_ple.gml,Valido,8484,0
Piemonte\B311_CABELLA LIGURE_ple.gml,Valido,26449,0
Piemonte\B350_CAFASSE_ple.gml,Valido,7519,0
Piemonte\B376_CALAMANDRANA_ple.gml,Valido,6045,0
Piemonte\B380_CALASCA CASTIGLIONE_ple.gml,Valido,34621,0
Piemonte\B417_CALLABIANA_ple.gml,Valido,3782,0
Piemonte\B418_CALLIANO MONFERRATO_ple.gml,Valido,8006,0
Piemonte\B425_CALOSSO_ple.gml,Contiene geometrie invalide,6604,2
Piemonte\B431_CALTIGNAGA_ple.gml,Contiene geometrie invalide,3714,1
Piemonte\B435_CALUSO_ple.gml,Valido,20055,0
Piemonte\B453_CAMAGNA MONFERRATO_ple.gml,Valido,3693,0
Piemonte\B457_CAMANDONA_ple.gml,Valido,3473,0
Piemonte\B462_CAMBIANO_ple.gml,Valido,7402,0
Piemonte\B463_CAMBIASCA_ple.gml,Valido,4273,0
Piemonte\B465_CAMBURZANO_ple.gml,Valido,3548,0
Piemonte\B467_CAMERANA_ple.gml,Valido,11631,0
Piemonte\B469_CAMERANO CASASCO_ple.gml,Valido,3697,0
Piemonte\B473_CAMERI_ple.gml,Valido,14363,0
Piemonte\B482_CAMINO_ple.gml,Contiene geometrie invalide,6713,1
Piemonte\B505_CAMPERTOGNO_ple.gml,Valido,4897,0
Piemonte\B510_VALPRATO SOANA_ple.gml,Valido,7262,0
Piemonte\B512_CAMPIGLIONE FENILE_ple.gml,Valido,3356,0
Piemonte\B573_CANALE_ple.gml,Valido,11976,0
Piemonte\B586_CANDELO_ple.gml,Valido,10418,0
Piemonte\B588_CANDIA CANAVESE_ple.gml,Valido,6271,0
Piemonte\B592_CANDIOLO_ple.gml,Valido,2531,0
Piemonte\B594_CANELLI_ple.gml,Valido,12511,0
Piemonte\B605_CANISCHIO_ple.gml,Valido,8322,0
Piemonte\B610_CANNERO RIVIERA_ple.gml,Valido,6712,0
Piemonte\B615_CANNOBIO_ple.gml,Valido,23851,0
Piemonte\B621_CANOSIO_ple.gml,Valido,2335,0
Piemonte\B628_CANTALUPA_ple.gml,Valido,7171,0
Piemonte\B629_CANTALUPO LIGURE_ple.gml,Valido,11504,0
Piemonte\B633_CANTARANA_ple.gml,Valido,4592,0
Piemonte\B637_CANTOIRA_ple.gml,Valido,9648,0
Piemonte\B692_CAPRAUNA_ple.gml,Valido,6519,0
Piemonte\B694_CAPREZZO_ple.gml,Valido,4957,0
Piemonte\B701_CAPRIATA D`ORBA_ple.gml,Valido,10372,0
Piemonte\B705_CAPRIE_ple.gml,Valido,10854,0
Piemonte\B707_CAPRIGLIO_ple.gml,Valido,2893,0
Piemonte\B708_CAPRILE_ple.gml,Valido,4328,0
Piemonte\B719_CARAGLIO_ple.gml,Valido,12978,0
Piemonte\B720_CARAMAGNA PIEMONTE_ple.gml,Valido,8357,0
Piemonte\B733_CARAVINO_ple.gml,Valido,10792,0
Piemonte\B736_CARBONARA SCRIVIA_ple.gml,Valido,2018,0
Piemonte\B752_CARCOFORO_ple.gml,Contiene geometrie invalide,2235,1
Piemonte\B755_CARDE_ple.gml,Valido,3244,0
Piemonte\B762_CAREMA_ple.gml,Valido,8319,0
Piemonte\B765_CARENTINO_ple.gml,Valido,2416,0
Piemonte\B767_CARESANA_ple.gml,Valido,4880,0
Piemonte\B768_CARESANABLOT_ple.gml,Valido,1336,0
Piemonte\B769_CAREZZANO_ple.gml,Valido,4125,0
Piemonte\B777_CARIGNANO_ple.gml,Valido,13631,0
Piemonte\B782_CARISIO_ple.gml,Contiene geometrie invalide,3797,1
Piemonte\B791_CARMAGNOLA_ple.gml,Valido,24281,0
Piemonte\B818_CARPENETO_ple.gml,Valido,4804,0
Piemonte\B823_CARPIGNANO SESIA_ple.gml,Contiene geometrie invalide,7180,1
Piemonte\B836_CARREGA LIGURE_ple.gml,Valido,34427,0
Piemonte\B840_CARROSIO_ple.gml,Valido,2592,0
Piemonte\B841_CARRU_ple.gml,Valido,13056,0
Piemonte\B845_CARTIGNANO_ple.gml,Valido,3122,0
Piemonte\B847_CARTOSIO_ple.gml,Valido,5587,0
Piemonte\B864_CASALBELTRAME_ple.gml,Valido,1644,0
Piemonte\B867_CASALBORGONE_ple.gml,Valido,9516,0
Piemonte\B870_CASAL CERMELLI_ple.gml,Valido,3002,0
Piemonte\B876_CASALE CORTE CERRO_ple.gml,Valido,7350,0
Piemonte\B882_CASALEGGIO BOIRO_ple.gml,Valido,1839,0
Piemonte\B883_CASALEGGIO NOVARA_ple.gml,Valido,1613,0
Piemonte\B885_CASALE MONFERRATO_ple.gml,Valido,23623,0
Piemonte\B894_CASALGRASSO_ple.gml,Valido,5290,0
Piemonte\B897_CASALINO_ple.gml,Valido,3520,0
Piemonte\B902_CASALNOCETO_ple.gml,Valido,3047,0
Piemonte\B920_CASALVOLONE_ple.gml,Valido,3338,0
Piemonte\B928_CASANOVA ELVO_ple.gml,Valido,736,0
Piemonte\B933_CASAPINTA_ple.gml,Valido,4458,0
Piemonte\B941_CASASCO_ple.gml,Valido,3490,0
Piemonte\B952_SAN GIACOMO VERCELLESE_ple.gml,Valido,2210,0
Piemonte\B953_CASCINETTE D`IVREA_ple.gml,Valido,2693,0
Piemonte\B955_CASELETTE_ple.gml,Valido,4561,0
Piemonte\B960_CASELLE TORINESE_ple.gml,Valido,8585,0
Piemonte\B991_CASORZO MONFERRATO_ple.gml,Valido,4938,0
Piemonte\C022_CASSINASCO_ple.gml,Valido,4457,0
Piemonte\C027_CASSINE_ple.gml,Valido,12798,0
Piemonte\C030_CASSINELLE_ple.gml,Valido,7731,0
Piemonte\C045_CASTAGNETO PO_ple.gml,Valido,5768,0
Piemonte\C046_CASTAGNITO_ple.gml,Valido,4625,0
Piemonte\C047_CASTAGNOLE MONFERRATO_ple.gml,Contiene geometrie invalide,9336,1
Piemonte\C048_CASTAGNOLE PIEMONTE_ple.gml,Valido,3805,0
Piemonte\C049_CASTAGNOLE LANZE_ple.gml,Contiene geometrie invalide,11421,1
Piemonte\C064_CASTEL BOGLIONE_ple.gml,Valido,3781,0
Piemonte\C081_CASTELDELFINO_ple.gml,Valido,7447,0
Piemonte\C127_CASTELL ALFERO_ple.gml,Valido,9335,0
Piemonte\C133_CASTELLAMONTE_ple.gml,Valido,38093,0
Piemonte\C137_CASTELLANIA_ple.gml,Valido,2461,0
Piemonte\C142_CASTELLAR GUIDOBONO_ple.gml,Valido,864,0
Piemonte\C148_CASTELLAZZO BORMIDA_ple.gml,Valido,12368,0
Piemonte\C149_CASTELLAZZO NOVARESE_ple.gml,Valido,1240,0
Piemonte\C154_CASTELLERO_ple.gml,Valido,2187,0
Piemonte\C155_CASTELLETTO CERVO_ple.gml,Valido,6360,0
Piemonte\C156_CASTELLETTO D`ERRO_ple.gml,Valido,1773,0
Piemonte\C158_CASTELLETTO D`ORBA_ple.gml,Valido,9321,0
Piemonte\C160_CASTELLETTO MERLI_ple.gml,Valido,4254,0
Piemonte\C161_CASTELLETTO MOLINA_ple.gml,Valido,1306,0
Piemonte\C162_CASTELLETTO MONFERRATO_ple.gml,Valido,3491,0
Piemonte\C165_CASTELLETTO STURA_ple.gml,Valido,3700,0
Piemonte\C166_CASTELLETTO TICINO_ple.gml,Contiene geometrie invalide,11658,1
Piemonte\C167_CASTELLETTO UZZONE_ple.gml,Valido,5779,0
Piemonte\C173_CASTELLINALDO_ple.gml,Valido,4842,0
Piemonte\C176_CASTELLINO TANARO_ple.gml,Valido,5396,0
Piemonte\C205_CASTELMAGNO_ple.gml,Valido,8521,0
Piemonte\C214_CASTELNUOVO DI CEVA_ple.gml,Valido,2789,0
Piemonte\C226_CASTELNUOVO BELBO_ple.gml,Valido,4298,0
Piemonte\C229_CASTELNUOVO BORMIDA_ple.gml,Valido,5265,0
Piemonte\C230_CASTELNUOVO CALCEA_ple.gml,Valido,3546,0
Piemonte\C232_CASTELNUOVO DON BOSCO_ple.gml,Valido,12256,0
Piemonte\C241_CASTELNUOVO NIGRA_ple.gml,Valido,14630,0
Piemonte\C243_CASTELNUOVO SCRIVIA_ple.gml,Valido,11939,0
